JobTitle	Skill	MalePercentage
dietitians and nutritionists	Analyze laboratory findings.	7,9
dietitians and nutritionists	Consult with others regarding safe or healthy equipment or facilities.	7,9
dietitians and nutritionists	Advise communities or institutions regarding health or safety issues.	7,9
dietitians and nutritionists	Conduct health or safety training programs.	7,9
dietitians and nutritionists	Train medical providers.	7,9
dietitians and nutritionists	Plan menu options.	7,9
dietitians and nutritionists	Design public or employee health programs.	7,9
dietitians and nutritionists	Monitor nutrition related activities of individuals or groups.	7,9
dietitians and nutritionists	Order medical supplies or equipment.	7,9
dietitians and nutritionists	Evaluate data quality.	7,9
dietitians and nutritionists	Compile data or documentation.	7,9
dietitians and nutritionists	Present medical research reports.	7,9
dietitians and nutritionists	Provide health and wellness advice to patients, program participants, or caregivers.	7,9
dietitians and nutritionists	Create new recipes or food presentations.	7,9
dietitians and nutritionists	Manage preparation of special meals or diets.	7,9
