JobTitle	Skill	MalePercentage
court municipal and license clerks	observe confidentiality	24,7
crane and tower operators	keep heavy construction equipment in good condition	94,8
crane and tower operators	follow health and safety procedures in construction	94,8
crane and tower operators	inspect construction sites	94,8
crane and tower operators	interpret 2D plans	94,8
crane and tower operators	use safety equipment in construction	94,8
crane and tower operators	follow safety procedures when working at heights	94,8
crane and tower operators	work ergonomically	94,8
crane and tower operators	interpret 3D plans	94,8
crane and tower operators	work in a construction team	94,8
crane and tower operators	secure heavy construction equipment	94,8
crane and tower operators	operate tower crane	94,8
crane and tower operators	react to events in time-critical environments	94,8
customer service representatives	process order forms with customer's information	35,8
customer service representatives	guarantee customer satisfaction	35,8
customer service representatives	apply conflict management	35,8
customer service representatives	provide information	35,8
customer service representatives	provide customer follow-up services	35,8
customer service representatives	listen actively	35,8
customer service representatives	apply knowledge of human behaviour	35,8
customer service representatives	determine charges for customer services	35,8
customer service representatives	communicate with customers	35,8
customer service representatives	ensure client orientation	35,8
customer service representatives	keep records of customer interaction	35,8
customer service representatives	create solutions to problems	35,8
customer service representatives	process refunds	35,8
customer service representatives	manage schedule of tasks	35,8
customer service representatives	perform multiple tasks at the same time	35,8
customer service representatives	control of expenses	35,8
customer service representatives	implement customer follow-up	35,8
customer service representatives	process customer orders	35,8
customer service representatives	process data	35,8
customer service representatives	have computer literacy	35,8
customer service representatives	perform escalation procedure	35,8
cutting punching and press machine setters operators and tenders metal and plastic	monitor automated machines	84,2
cutting punching and press machine setters operators and tenders metal and plastic	remove processed workpiece	84,2
cutting punching and press machine setters operators and tenders metal and plastic	supply machine with appropriate tools	84,2
cutting punching and press machine setters operators and tenders metal and plastic	ensure equipment availability	84,2
cutting punching and press machine setters operators and tenders metal and plastic	tend punch press	84,2
cutting punching and press machine setters operators and tenders metal and plastic	troubleshoot	84,2
cutting punching and press machine setters operators and tenders metal and plastic	use automatic programming	84,2
cutting punching and press machine setters operators and tenders metal and plastic	operate precision measuring equipment	84,2
cutting punching and press machine setters operators and tenders metal and plastic	program a CNC controller	84,2
cutting punching and press machine setters operators and tenders metal and plastic	use CAM software	84,2
cutting punching and press machine setters operators and tenders metal and plastic	dispose of cutting waste material	84,2
cutting punching and press machine setters operators and tenders metal and plastic	remove inadequate workpieces	84,2
cutting punching and press machine setters operators and tenders metal and plastic	supply machine	84,2
cutting punching and press machine setters operators and tenders metal and plastic	perform machine maintenance	84,2
